question,answer
I lost my wallet and I think someone is withdrawing cash with my card. Please help. It is urgent.,This relates to: Cash withdrawal not recognised.
Somebody stole my wallet and is using my card! Can you do something so they can't keep taking my money?,This relates to: Cash withdrawal not recognised.
"Help! I think someone has a copy of my card - I still have my card, but a five hundred pound cash withdrawal that I didn't authorize is shown on my account.",This relates to: Cash withdrawal not recognised.
I believe my card has been compromised as there's a cash withdrawal I don't recognize.,This relates to: Cash withdrawal not recognised.
I was checking my account when I saw a $500 cash withdraw that I know I didn't do.  I have my card so I don't understand how this happened.  Please help me.,This relates to: Cash withdrawal not recognised.
"Hi, Could you please help me as someone has stolen my wallet few hours ago. And a withdrawal is made, please help immediately. As i don't want to suffer more.",This relates to: Cash withdrawal not recognised.
What should I do if I see an unauthorized withdrawal on my statement?,This relates to: Cash withdrawal not recognised.
"A WD was just made on my account, but it was not me and I still have my card.  What to do?",This relates to: Cash withdrawal not recognised.
Why is there extra cash in my account?,This relates to: Cash withdrawal not recognised.
What is this cash withdrawal I don't recognize?,This relates to: Cash withdrawal not recognised.
I believe my card has been compromised as there are funds showing that I did not receive.,This relates to: Cash withdrawal not recognised.
THere is some cash that is showing up on my app.,This relates to: Cash withdrawal not recognised.
My wallet was just stolen and I see my account already has a withdrawal. Can you please help me.,This relates to: Cash withdrawal not recognised.
Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.,This relates to: Cash withdrawal not recognised.
There is a cash withdrawal from an ATM listed but I don't remember making this withdrawal.,This relates to: Cash withdrawal not recognised.
I saw there is a cash withdrawal from my account via the app which I did not complete.,This relates to: Cash withdrawal not recognised.
The app says I made a cash withdrawal even though I didn't.,This relates to: Cash withdrawal not recognised.
What is this cash withdrawal on my statement?,This relates to: Cash withdrawal not recognised.
My app shows cash I didn't get.,This relates to: Cash withdrawal not recognised.
I see non-received cash in my app.,This relates to: Cash withdrawal not recognised.
